sy_snum,sy_pnum,pl_orbper,pl_radj,pl_massj,pl_orbeccen,st_teff,st_rad,st_mass
1,2,5.99653500,,,0.000000,6020.00,1.09,0.99
1,2,5.99653711,,,,5704.00,1.07,1.02
1,2,5.99653500,0.244,,,5727.00,0.96,0.98
1,2,5.99653344,,,0.000000,5622.00,1.09,0.96
1,2,5.99653500,,,0.000000,6020.00,1.09,0.99
1,2,5.99653344,,,,5704.00,1.07,1.02
1,2,5.99653432,,,,5704.00,1.07,1.02
1,1,6.30922043,,,0.000000,4380.00,0.53,0.52
1,1,6.30923438,,,0.000000,4380.00,0.53,0.52
1,1,6.30922900,,,0.000000,4545.00,0.61,0.64
1,1,6.30923438,,,0.000000,4380.00,0.53,0.52
1,1,6.30923438,,,0.000000,4380.00,0.53,0.52
1,1,6.30922043,,,,4483.00,0.69,0.70
1,1,6.30921984,0.189,,,4380.00,0.53,0.52
1,1,159.38878800,,,0.000000,5135.00,0.87,0.81
1,1,159.39399720,0.266,,,5135.00,0.87,0.81
1,1,159.38805100,,,0.000000,5418.00,0.81,0.91
1,1,159.38805100,,,0.000000,5418.00,0.81,0.91
1,1,159.38805100,,,0.000000,5418.00,0.81,0.91
1,1,159.38878800,,,,5156.00,0.88,0.87
1,1,159.39090000,,,0.000000,5365.00,0.76,0.86
1,1,13.78730011,0.133,,,5691.00,1.46,1.07
1,1,13.78726270,,,,5579.42,1.41,0.98
1,1,13.78725760,,,0.000000,5888.00,1.96,1.34
1,1,13.78725760,,,0.000000,5888.00,1.96,1.34
1,1,13.78726270,,,0.000000,5691.00,1.46,1.07
1,1,13.78706810,,,,5579.42,1.41,0.98
1,1,13.78725760,,,0.000000,5888.00,1.96,1.34
1,1,13.78714400,,,0.000000,5770.00,1.75,1.06
1,1,103.42718800,,,0.000000,6194.00,1.02,1.09
1,1,103.42698730,,,,5667.00,1.02,1.01
1,1,103.42700200,0.290,,,6208.00,1.02,1.09
1,1,103.42718800,,,0.000000,6194.00,1.02,1.09
1,1,103.42780000,,,0.000000,5963.00,0.80,1.05
1,1,103.42742336,,,,5667.00,1.02,1.01
1,1,103.42718800,,,0.000000,6194.00,1.02,1.09
1,1,103.42698730,,,0.000000,6208.00,1.02,1.09
1,1,8.98810000,,,0.000000,5996.00,0.93,1.03
1,1,8.98826122,,,,6031.00,1.26,1.12
1,1,8.98832035,0.162,,,5984.00,0.91,0.99
1,1,8.98826122,,,0.000000,5984.00,0.91,0.99
1,1,8.98825111,,,0.000000,5984.00,0.91,0.99
1,1,8.98825111,,,0.000000,5984.00,0.91,0.99
1,1,8.98825111,,,0.000000,5984.00,0.91,0.99
1,1,2.52258520,,,0.000000,5513.00,0.80,0.90
1,1,2.52258863,,,0.000000,5591.00,0.86,0.98
1,1,2.52258863,,,0.000000,5591.00,0.86,0.98
1,1,2.52259057,,,0.000000,5591.00,0.86,0.98
1,1,2.52259057,,,,5280.00,0.98,0.91
1,1,2.52255988,0.135,,,5591.00,0.86,0.98
1,1,2.52258863,,,0.000000,5591.00,0.86,0.98
1,1,24.27662569,,,,5581.00,0.89,0.99
1,1,24.27684000,,,0.000000,5514.00,0.68,0.97
1,1,24.27623730,,,0.000000,5735.00,0.83,0.92
1,1,24.27580070,0.230,,,5745.00,0.84,0.93
1,1,24.27623730,,,0.000000,5735.00,0.83,0.92
1,1,24.27589920,,,,5581.00,0.89,0.99
1,1,24.27623730,,,0.000000,5735.00,0.83,0.92
1,1,24.27589920,,,0.000000,5745.00,0.84,0.93
1,1,19.94774345,,,,5443.00,0.90,0.95
1,1,19.94752664,,,0.000000,5751.00,0.85,0.94
1,1,19.94750023,0.261,,,5749.00,0.86,0.96
1,1,19.94752664,,,0.000000,5751.00,0.85,0.94
1,1,19.94752741,,,0.000000,5749.00,0.86,0.96
1,1,19.94752664,,,0.000000,5751.00,0.85,0.94
1,1,19.94752741,,,,5443.00,0.90,0.95
1,1,19.94738000,,,0.000000,5736.00,0.85,0.96
1,1,11.39169531,,,,5426.10,1.74,0.95
1,1,11.39169979,0.118,,,5557.00,1.25,0.90
1,1,11.39170568,,,0.000000,5675.00,1.66,1.07
1,1,11.39170568,,,0.000000,5675.00,1.66,1.07
1,1,11.39170568,,,0.000000,5675.00,1.66,1.07
1,1,11.39153000,,,0.000000,5582.00,1.58,0.96
1,1,11.39169531,,,0.000000,5557.00,1.25,0.90
1,1,37.30429277,,,,6036.00,1.18,1.12
1,1,37.30331970,,,,6036.00,1.18,1.12
1,1,37.30369949,0.263,,,5646.00,0.82,0.86
1,1,37.30331970,,,0.000000,5646.00,0.82,0.86
1,1,37.30376190,,,0.000000,5641.00,0.82,0.85
1,1,37.30376190,,,0.000000,5641.00,0.82,0.85
1,1,37.30304000,,,0.000000,5427.00,0.88,1.00
1,1,37.30376190,,,0.000000,5641.00,0.82,0.85
1,2,10.39975603,,,,5073.00,0.77,0.85
1,2,10.39990194,0.124,,,5169.00,0.80,0.83
1,2,10.39986173,,,0.000000,4963.00,0.83,0.79
1,2,10.39986173,,,,5073.00,0.77,0.85
1,2,10.39990194,,,0.000000,5228.00,0.76,0.84
1,2,10.40000000,,,,,0.76,0.84
1,2,10.39990194,,,0.000000,5228.00,0.76,0.84
1,2,,0.123,,,5045.00,0.76,
1,2,10.39993100,0.108,,,5235.00,0.75,
1,2,10.39990194,,,0.000000,5228.00,0.76,0.84
1,2,10.40006000,,,0.000000,5220.00,0.72,0.82
1,2,20.13488968,,,0.000000,5228.00,0.76,0.84
1,2,20.13486027,,,,5073.00,0.77,0.85
1,2,,0.245,,,5045.00,0.76,
1,2,20.13490007,,,0.000000,4963.00,0.83,0.79
1,2,20.13490007,,,,5073.00,0.77,0.85
1,2,20.13493000,,,0.000000,5220.00,0.72,0.82
1,2,20.13491661,,,,5073.00,0.77,0.85
1,2,20.13488968,,,0.000000,5228.00,0.76,0.84
1,2,20.13500000,0.214,0.07100,,,0.76,0.84
1,2,20.13488968,0.263,,,5169.00,0.80,0.83
1,2,20.13486600,0.212,,,5235.00,0.75,
1,2,20.13488968,,,0.000000,5228.00,0.76,0.84
1,1,4.82059002,0.077,,,6046.00,1.40,1.02
1,1,4.82051088,,,,5981.61,1.27,1.10
1,1,4.82055100,,,0.000000,6475.00,1.32,1.19
1,1,4.82052932,,,0.000000,6483.00,1.31,1.16
1,1,4.82052932,,,0.000000,6483.00,1.31,1.16
1,1,4.82052932,,,0.000000,6483.00,1.31,1.16
1,1,4.82051088,,,0.000000,6046.00,1.40,1.02
1,1,4.02230933,,,0.000000,5516.00,0.82,0.88
1,1,4.02230933,,,0.000000,5516.00,0.82,0.88
1,1,4.02231090,,,0.000000,5516.00,0.83,0.87
1,1,4.02230933,,,0.000000,5516.00,0.82,0.88
1,1,4.02231090,,,,5484.37,0.85,0.96
1,1,4.02229023,0.136,,,5516.00,0.83,0.87
1,1,4.02229400,,,0.000000,5506.00,0.82,0.88
1,1,6.33127000,,,0.000000,5379.00,0.76,0.87
1,1,6.33127840,,,0.000000,5376.00,0.76,0.85
1,1,6.33127840,,,0.000000,5376.00,0.76,0.85
1,1,6.33123016,0.164,,,5383.00,0.76,0.85
1,1,6.33127840,,,0.000000,5376.00,0.76,0.85
1,1,6.33125228,,,0.000000,5383.00,0.76,0.85
1,1,6.33125228,,,,5353.00,0.82,0.93
1,1,4.17939300,,,0.000000,5570.00,1.06,0.86
1,1,4.17936993,0.152,,,5633.00,1.16,0.97
1,1,4.17938195,,,0.000000,5632.00,1.16,0.93
1,1,4.17938195,,,0.000000,5632.00,1.16,0.93
1,1,4.17938195,,,0.000000,5632.00,1.16,0.93
1,1,4.17939037,,,,5720.00,1.22,1.02
1,1,4.17939037,,,0.000000,5633.00,1.16,0.97
1,2,2.76263462,,,0.000000,5772.00,0.90,1.00
1,2,2.76263462,,,0.000000,5772.00,0.90,1.00
1,2,2.76263737,,,,5467.00,0.82,0.96
1,2,2.76263400,,,0.000000,5740.00,0.86,0.96
1,2,2.76266003,0.107,,,5772.00,0.90,1.00
1,2,2.76263737,,,0.000000,5772.00,0.90,1.00
1,2,2.76263462,,,0.000000,5772.00,0.90,1.00
1,2,5.05368985,,,0.000000,5772.00,0.90,1.00
1,2,5.05361800,,,0.000000,5740.00,0.86,0.96
1,2,5.05366499,,,0.000000,5772.00,0.90,1.00
1,2,5.05375004,0.142,,,5772.00,0.90,1.00
1,2,5.05366499,,,0.000000,5772.00,0.90,1.00
1,2,5.05366499,,,0.000000,5772.00,0.90,1.00
1,2,5.05368985,,,,5467.00,0.82,0.96
1,1,6.07032030,,,0.000000,5076.00,0.78,0.85
1,1,6.07032030,,,0.000000,5076.00,0.78,0.85
1,1,6.07033200,,,0.000000,5004.00,0.68,0.77
1,1,6.07032548,,,,4903.00,1.06,0.80
1,1,6.07032030,,,0.000000,5076.00,0.78,0.85
1,1,6.07032548,,,0.000000,5076.00,0.76,0.86
1,1,6.07029009,0.189,,,5076.00,0.76,0.86
1,1,44.86983820,,,0.000000,6122.00,1.00,1.07
1,1,44.86884988,,,,5932.00,1.16,1.08
1,1,44.87020111,0.277,,,6122.00,1.00,1.07
1,1,44.87020420,,,,5932.00,1.16,1.08
1,1,44.87020420,,,0.000000,6122.00,1.00,1.07
1,1,44.86983820,,,0.000000,6122.00,1.00,1.07
1,1,44.86983820,,,0.000000,6122.00,1.00,1.07
1,1,44.86860000,,,0.000000,5878.00,0.82,1.05
1,1,24.22047026,,,,4962.00,0.86,0.82
1,1,24.22045860,,,0.000000,5172.00,0.78,0.86
1,1,24.22045860,,,0.000000,5172.00,0.78,0.86
1,1,24.22030067,0.251,,,5165.00,0.76,0.86
1,1,24.22045860,,,0.000000,5172.00,0.78,0.86
1,1,24.22049000,,,0.000000,5106.00,0.71,0.78
1,1,24.22041920,,,0.000000,5165.00,0.76,0.86
1,1,24.22041920,,,,4962.00,0.86,0.82
1,1,4.76559135,,,0.000000,5702.00,1.12,0.84
1,1,4.76559056,,,0.000000,5702.00,1.12,0.84
1,1,4.76559056,,,,5575.00,0.82,0.98
1,1,4.76562023,0.083,,,5702.00,1.12,0.84
1,1,4.76559135,,,0.000000,5702.00,1.12,0.84
1,1,4.76559135,,,0.000000,5702.00,1.12,0.84
1,1,4.76559000,,,0.000000,5183.00,0.84,0.78
1,1,4.09577947,,,0.000000,4791.00,0.74,0.76
1,1,4.09577990,0.138,,,4791.00,0.74,0.76
1,1,4.09582600,,,0.000000,4739.00,0.66,0.68
1,1,4.09578199,,,0.000000,4791.00,0.74,0.76
1,1,4.09577947,,,0.000000,4791.00,0.74,0.76
1,1,4.09578199,,,,4732.81,0.69,0.76
1,1,4.09577947,,,0.000000,4791.00,0.74,0.76
1,3,9.28667326,0.241,,,5511.00,0.91,
1,3,9.28700900,,,0.000000,5541.00,0.86,0.91
1,3,9.28716000,,0.02643,0.120000,5544.00,0.86,0.94
1,3,9.28697348,,,,5511.00,0.91,0.97
1,3,9.28696447,,,0.000000,5546.00,0.81,0.91
1,3,,0.205,,,5520.00,0.88,
1,3,9.28699440,0.197,0.06400,0.000000,5541.00,0.85,0.94
1,3,9.28696883,,,0.000000,5543.00,0.81,0.89
1,3,9.28699000,0.197,0.01919,0.410000,5541.00,0.86,0.94
1,3,9.28696883,0.205,,0.000000,,,0.90
1,3,9.28696883,,,0.000000,5543.00,0.81,0.89
1,3,9.28696447,,,,5511.00,0.91,0.97
1,3,9.28696883,,,0.000000,5543.00,0.81,0.89
1,3,9.28696883,0.196,,,5613.00,0.84,0.92
1,3,28.73100000,,0.04122,0.210000,5544.00,0.86,0.94
1,3,28.51907100,,,0.000000,,,0.90
1,3,160.00000000,,6.00000,,5541.00,0.85,0.94
1,3,62.95000000,,0.07079,0.050000,5544.00,0.86,0.94
1,2,2.02000128,,,,5088.00,0.77,0.85
1,2,2.02000102,,,0.000000,5239.00,0.79,0.87
1,2,2.02000102,0.132,,,5173.00,0.80,0.86
1,2,2.01998259,,,,5088.00,0.77,0.85
1,2,2.02001200,,,0.000000,5194.00,0.74,0.80
1,2,2.01999900,0.139,,,5106.00,0.80,
1,2,2.01999701,,,0.000000,5103.00,0.79,0.82
1,2,2.02000102,,,0.000000,5239.00,0.79,0.87
1,2,2.02000102,,,0.000000,5239.00,0.79,0.87
1,2,2.01999701,,,,5088.00,0.77,0.85
1,2,,0.125,,,5138.00,0.76,
1,2,3.76300800,,,0.000000,5194.00,0.74,0.80
1,2,3.76302400,0.130,,,5106.00,0.80,
1,2,,0.140,,,5138.00,0.76,
1,2,3.76304153,,,0.000000,5103.00,0.79,0.82
1,2,3.76304236,,,0.000000,5239.00,0.79,0.87
1,2,3.76303738,,,,5088.00,0.77,0.85
1,2,3.76304153,,,,5088.00,0.77,0.85
1,2,3.76304236,0.132,,,5173.00,0.80,0.86
1,2,3.76304236,,,0.000000,5239.00,0.79,0.87
1,2,3.76303652,,,,5088.00,0.77,0.85
1,2,3.76304236,,,0.000000,5239.00,0.79,0.87
1,1,2.98616791,,,0.000000,6173.00,1.04,1.10
1,1,2.98618134,,,0.000000,6173.00,1.04,1.10
1,1,2.98616791,,,0.000000,6173.00,1.04,1.10
1,1,2.98617200,,,0.000000,6146.00,0.99,1.08
1,1,2.98618134,,,,5853.00,1.25,1.06
1,1,2.98616791,,,0.000000,6173.00,1.04,1.10
1,1,2.98622990,0.145,,,6173.00,1.04,1.10
1,1,3.48412534,,,0.000000,6018.00,0.97,1.06
1,1,3.48414900,,,0.000000,5993.00,0.94,1.03
1,1,3.48412534,,,0.000000,6018.00,0.97,1.06
1,1,3.48412991,0.132,,,5696.00,0.92,1.02
1,1,3.48412874,,,,5662.00,1.04,1.01
1,1,3.48412874,,,0.000000,5696.00,0.92,1.02
1,1,3.48412534,,,0.000000,6018.00,0.97,1.06
1,1,3.82222231,,,0.000000,3854.00,0.53,0.53
1,1,3.82223397,,,0.000000,3729.00,0.51,0.52
1,1,3.82223400,,,0.000000,3972.00,0.70,0.56
1,1,3.82222231,,,0.000000,3854.00,0.53,0.53
1,1,3.82223397,,,,3875.00,0.61,0.60
1,1,3.82222009,0.105,,,3729.00,0.51,0.52
1,1,3.82222231,,,0.000000,3854.00,0.53,0.53
1,1,17.06764400,,,,6069.00,1.27,1.13
1,1,17.06758770,,,0.000000,6363.00,1.01,1.06
1,1,17.06789970,0.204,,,6347.00,1.00,1.05
1,1,17.06766000,,,0.000000,6370.00,1.09,1.16
1,1,17.06758770,,,0.000000,6363.00,1.01,1.06
1,1,17.06764400,,,0.000000,6347.00,1.00,1.05
1,1,17.06758770,,,0.000000,6363.00,1.01,1.06
1,1,4.57699384,,,0.000000,3805.00,0.50,0.53
1,1,4.57700160,,,0.000000,3805.00,0.50,0.53
1,1,4.57700160,,,,3833.00,0.51,0.51
1,1,4.57702600,,,0.000000,4068.00,0.51,0.56
1,1,4.57702017,0.124,,,3805.00,0.50,0.53
1,1,4.57699384,,,0.000000,3805.00,0.50,0.53
1,1,4.57699384,,,0.000000,3805.00,0.50,0.53
1,1,3.42391461,,,0.000000,5955.00,0.91,1.00
1,1,3.42390809,,,,5609.94,1.03,0.99
1,1,3.42389600,,,0.000000,5959.00,0.92,1.02
1,1,3.42391461,,,0.000000,5955.00,0.91,1.00
1,1,3.42390809,,,0.000000,5788.00,1.01,1.04
1,1,3.42391461,,,0.000000,5955.00,0.91,1.00
1,1,3.42392993,0.129,,,5788.00,1.01,1.04
1,1,7.36272058,,,0.000000,5868.00,0.89,0.99
1,1,7.36272058,,,0.000000,5868.00,0.89,0.99
1,1,7.36272124,,,,5723.00,1.34,1.02
1,1,7.36272058,,,0.000000,5868.00,0.89,0.99
1,1,7.36268997,0.248,,,5868.00,0.89,0.99
1,1,7.36272300,,,0.000000,5855.00,0.89,0.99
1,1,7.36272124,,,0.000000,5868.00,0.89,0.99
1,2,5.65245733,,,0.000000,5159.00,0.80,0.75
1,2,5.65245008,0.078,,,5159.00,0.80,0.75
1,2,5.65243986,,,0.000000,5159.00,0.80,0.75
1,2,5.65245733,,,,5007.00,0.65,0.83
1,2,5.65243986,,,0.000000,5159.00,0.80,0.75
1,2,5.65250700,,,0.000000,5142.00,0.78,0.76
1,2,5.65243986,,,0.000000,5159.00,0.80,0.75
1,2,14.86386959,,,0.000000,5159.00,0.80,0.75
1,2,14.86398000,,,0.000000,5142.00,0.78,0.76
1,2,14.86384960,,,0.000000,5159.00,0.80,0.75
1,2,14.86384960,,,,5007.00,0.65,0.83
1,2,14.86386959,,,0.000000,5159.00,0.80,0.75
1,2,14.86390018,0.103,,,5159.00,0.80,0.75
1,2,14.86386959,,,0.000000,5159.00,0.80,0.75
1,1,2.39162484,,,0.000000,4935.00,0.69,0.66
1,1,2.39162484,,,0.000000,4935.00,0.69,0.66
1,1,2.39162484,,,0.000000,4935.00,0.69,0.66
1,1,2.39161200,,,0.000000,4988.00,0.72,0.73
1,1,2.39161966,,,,4962.52,0.70,0.82
1,1,2.39160991,0.097,,,4935.00,0.69,0.66
1,1,2.39161966,,,0.000000,4935.00,0.69,0.66
1,3,9.93967857,,,0.000000,5275.00,0.79,0.88
1,3,9.93962361,,,,5144.15,0.78,0.87
1,3,9.93954300,,,0.000000,5235.00,0.73,0.83
1,3,9.93967857,,,0.000000,5275.00,0.79,0.88
1,3,9.93967857,,,0.000000,5275.00,0.79,0.88
1,3,9.93967857,0.125,,,5215.00,0.80,0.84
1,3,9.93963200,0.120,,,5282.00,0.79,
1,3,9.93970078,,,,5144.15,0.78,0.87
1,3,9.93951745,,,,5144.15,0.78,0.87
1,3,9.93962361,,,0.000000,5105.00,0.87,0.81
1,3,17.73860094,,,,5144.15,0.78,0.87
1,3,17.73852054,,,0.000000,5275.00,0.79,0.88
1,3,17.73857000,,,0.000000,5235.00,0.73,0.83
1,3,17.73852054,,,0.000000,5275.00,0.79,0.88
1,3,17.73852054,0.195,,,5215.00,0.80,0.84
1,3,17.73851385,,,,5144.15,0.78,0.87
1,3,17.73852054,,,0.000000,5275.00,0.79,0.88
1,3,17.73842886,,,,5144.15,0.78,0.87
1,3,17.73850600,0.166,,,5282.00,0.79,
1,3,17.73842886,,,0.000000,5105.00,0.87,0.81
1,3,5.94504348,,,,5144.15,0.78,0.87
1,3,5.94504102,,,0.000000,5275.00,0.79,0.88
1,3,5.94504102,,,0.000000,5275.00,0.79,0.88
1,3,5.94504203,,,,5144.15,0.78,0.87
1,3,5.94505300,,,0.000000,5235.00,0.73,0.83
1,3,5.94504102,,,0.000000,5275.00,0.79,0.88
1,3,5.94504355,,,,5144.15,0.78,0.87
1,3,5.94504102,0.203,,,5215.00,0.80,0.84
1,3,5.94504355,,,0.000000,5105.00,0.87,0.81
1,1,5.68879083,,,,,,
1,1,5.68882689,,,0.000000,4234.00,0.64,0.64
1,1,5.68876982,0.106,,,4234.00,0.64,0.64
1,1,5.68881400,,,0.000000,4201.00,0.54,0.57
1,1,5.68882689,,,0.000000,4234.00,0.64,0.64
1,1,5.68882689,,,0.000000,4234.00,0.64,0.64
1,1,5.68879083,,,0.000000,4234.00,0.64,0.64
1,1,5.99077497,,,0.000000,6237.00,1.68,1.11
1,1,5.99077497,,,0.000000,6237.00,1.68,1.11
1,1,5.99078221,,,0.000000,5721.00,0.97,0.95
1,1,5.99077497,,,0.000000,6237.00,1.68,1.11
1,1,5.99079990,0.090,,,5721.00,0.97,0.95
1,1,5.99078221,,,,5687.00,0.94,1.01
1,1,6.05922662,,,0.000000,5902.00,1.47,1.09
1,1,6.05921984,0.121,,,5734.00,0.96,0.98
1,1,6.05919881,,,0.000000,5734.00,0.96,0.98
1,1,6.05922662,,,0.000000,5902.00,1.47,1.09
1,1,6.05922094,,,,5641.52,0.99,1.00
1,1,6.05922662,,,0.000000,5902.00,1.47,1.09
1,1,6.05919881,,,,5641.52,0.99,1.00
1,1,14.19596210,,,0.000000,6214.00,1.08,1.17
1,1,14.19600010,0.135,,,6214.00,1.08,1.17
1,1,14.19593863,,,0.000000,6202.00,1.11,1.11
1,1,14.19593863,,,0.000000,6202.00,1.11,1.11
1,1,14.19596210,,,,6005.00,0.87,1.11
1,1,14.19593863,,,0.000000,6202.00,1.11,1.11
1,1,30.82701268,,,,5664.00,1.14,1.01
1,1,30.82782450,,,0.000000,5982.00,0.96,1.05
1,1,30.82779260,,,0.000000,5982.00,0.96,1.05
1,1,30.82779260,,,0.000000,5982.00,0.96,1.05
1,1,30.82782450,,,,5664.00,1.14,1.01
1,1,30.82789993,0.263,,,5982.00,0.96,1.05
1,1,30.82779260,,,0.000000,5982.00,0.96,1.05
1,1,13.83539590,,,,5743.00,1.08,1.03
1,1,13.83541420,,,0.000000,6031.00,1.06,1.03
1,1,13.83541420,,,0.000000,6031.00,1.06,1.03
1,1,13.83539590,,,0.000000,6020.00,1.06,1.03
1,1,13.83539963,0.287,,,6020.00,1.06,1.03
1,1,13.83541420,,,0.000000,6031.00,1.06,1.03
1,1,31.25483470,,,0.000000,6215.00,1.15,1.20
1,1,31.25483470,,,0.000000,6215.00,1.15,1.20
1,1,31.25428924,,,,5852.00,1.24,1.06
1,1,31.25432380,,,0.000000,6246.00,1.09,1.18
1,1,31.25429916,0.234,,,6246.00,1.09,1.18
1,1,31.25483470,,,0.000000,6215.00,1.15,1.20
1,1,31.25432380,,,,5852.00,1.24,1.06
1,1,12.90235874,,,0.000000,5530.00,0.79,0.88
1,1,12.90235874,,,,5229.22,0.87,0.89
1,1,12.90240002,0.169,,,5530.00,0.79,0.88
1,1,12.90237151,,,0.000000,5534.00,0.80,0.86
1,1,12.90237151,,,0.000000,5534.00,0.80,0.86
1,1,12.90237151,,,0.000000,5534.00,0.80,0.86
1,1,47.05633270,,,,5376.00,0.81,0.93
1,1,47.05646210,,,0.000000,5889.00,0.92,0.97
1,1,47.05646210,,,0.000000,5889.00,0.92,0.97
1,1,47.05640030,0.205,,,5889.00,0.92,0.97
1,1,47.05646210,,,0.000000,5889.00,0.92,0.97
1,1,47.05633270,,,0.000000,5889.00,0.92,0.97
1,1,47.05726492,,,,5376.00,0.81,0.93
1,1,37.88750032,,,,5257.00,0.88,0.90
1,1,37.88629770,,,0.000000,5513.00,0.82,0.87
1,1,37.88660049,0.234,,,5513.00,0.82,0.87
1,1,37.88629770,,,,5257.00,0.88,0.90
1,1,37.88694820,,,0.000000,5513.00,0.82,0.87
1,1,37.88694820,,,0.000000,5513.00,0.82,0.87
1,1,37.88694820,,,0.000000,5513.00,0.82,0.87
1,3,9.92674600,0.244,,,5479.00,1.01,
1,3,9.92672514,,,0.000000,5543.00,0.81,0.89
1,3,9.92672514,,,0.000000,5543.00,0.81,0.89
1,3,9.92672256,,,,5500.71,0.99,0.96
1,3,,0.249,,,5527.00,0.99,
1,3,9.92672150,,,0.000000,5475.00,0.98,0.95
1,3,9.92672514,,,0.000000,5543.00,0.81,0.89
1,3,9.92670905,,,,5500.71,0.99,0.96
1,3,9.92673300,,,0.000000,5524.00,0.80,0.91
1,3,9.92672150,,,,5500.71,0.99,0.96
1,3,9.92672514,0.228,,,5487.00,0.94,0.94
1,3,21.22349325,,,,5500.71,0.99,0.96
1,3,21.22355695,,,,5500.71,0.99,0.96
1,3,,0.238,,,5527.00,0.99,
1,3,21.22341000,,,0.000000,5524.00,0.80,0.91
1,3,21.22347296,,,0.000000,5543.00,0.81,0.89
1,3,21.22347296,0.237,,,5487.00,0.94,0.94
1,3,21.22347296,,,0.000000,5543.00,0.81,0.89
1,3,21.22349325,,,0.000000,5475.00,0.98,0.95
1,3,21.22340000,0.249,,,5479.00,1.01,
1,3,21.22347296,,,0.000000,5543.00,0.81,0.89
1,3,21.22349086,,,,5500.71,0.99,0.96
1,3,6.47027579,0.091,,,5487.00,0.94,0.94
1,3,6.47027706,,,0.000000,5475.00,0.98,0.95
1,3,6.47052000,,,0.000000,5524.00,0.80,0.91
1,3,,0.104,,,5527.00,0.99,
1,3,6.47029641,,,,5500.71,0.99,0.96
1,3,6.47027706,,,,5500.71,0.99,0.96
1,3,6.47027579,,,0.000000,5543.00,0.81,0.89
1,3,6.47027579,,,0.000000,5543.00,0.81,0.89
1,3,6.47027579,,,0.000000,5543.00,0.81,0.89
1,1,30.25418465,,,,5873.66,1.08,1.06
1,1,30.25420641,,,0.000000,6299.00,1.17,1.25
1,1,30.25411860,,,0.000000,6277.00,1.16,1.24
1,1,30.25420641,,,0.000000,6299.00,1.17,1.25
1,1,30.25411860,,,,5873.66,1.08,1.06
1,1,30.25420641,,,0.000000,6299.00,1.17,1.25
1,1,30.25410080,0.264,,,6277.00,1.16,1.24
1,2,20.03494560,,,0.000000,6120.00,2.00,1.25
1,2,20.03519202,,,,6156.49,2.22,1.17
1,2,20.03494560,,,0.000000,6120.00,2.00,1.25
1,2,20.03479958,0.258,,,6120.00,2.00,1.25
1,2,20.03494560,,,0.000000,6120.00,2.00,1.25
1,2,20.03470800,,,0.000000,6120.00,2.00,1.25
1,2,20.03470800,,,,6156.49,2.22,1.17
1,2,3.15721989,0.151,,,6120.00,2.00,1.25
1,2,3.15721824,,,0.000000,6120.00,2.00,1.25
1,2,3.15722086,,,,6156.49,2.22,1.17
1,2,3.15721824,,,0.000000,6120.00,2.00,1.25
1,2,3.15721824,,,0.000000,6120.00,2.00,1.25
1,2,3.15722086,,,0.000000,6120.00,2.00,1.25
1,1,13.22262080,,,0.000000,5933.00,0.86,0.95
1,1,13.22259998,0.204,,,5931.00,0.86,0.95
1,1,13.22261490,,,0.000000,5931.00,0.86,0.95
1,1,13.22261490,,,,5626.42,1.25,1.00
1,1,13.22262080,,,0.000000,5933.00,0.86,0.95
1,1,13.22262080,,,0.000000,5933.00,0.86,0.95
1,1,52.60794700,,,0.000000,5751.00,0.77,0.83
1,1,52.60969925,0.175,,,5881.00,1.29,1.11
1,1,52.60951030,,,0.000000,5881.00,1.29,1.11
1,1,52.60963573,,,,,,
1,1,52.60794700,,,0.000000,5751.00,0.77,0.83
1,1,52.60794700,,,0.000000,5751.00,0.77,0.83
1,1,52.60951030,,,,,,
1,1,15.33170180,,,0.000000,6028.00,0.84,0.89
1,1,15.33170033,0.237,,,5726.00,1.28,1.02
1,1,15.33177190,,,0.000000,5726.00,1.28,1.02
1,1,15.33170180,,,0.000000,6028.00,0.84,0.89
1,1,15.33177190,,,,5683.30,1.74,1.01
1,1,15.33170180,,,0.000000,6028.00,0.84,0.89
1,1,46.71640015,0.268,,,5856.00,1.09,1.06
1,1,46.71693440,,,0.000000,6003.00,0.93,1.02
1,1,46.71623360,,,,5731.00,1.54,1.02
1,1,46.71623360,,,0.000000,5856.00,1.09,1.06
1,1,46.71693440,,,0.000000,6003.00,0.93,1.02
1,1,46.71693440,,,0.000000,6003.00,0.93,1.02
1,1,46.71608632,,,,5731.00,1.54,1.02
1,1,42.87741690,,,0.000000,5256.00,0.83,0.77
1,1,42.87741730,,,0.000000,5256.00,0.83,0.77
1,1,42.87741730,,,0.000000,5256.00,0.83,0.77
1,1,42.87770081,0.207,,,5256.00,0.83,0.77
1,1,42.87749034,,,,4991.00,0.63,0.83
1,1,42.87741690,,,,4991.00,0.63,0.83
1,1,42.87741730,,,0.000000,5256.00,0.83,0.77
1,1,73.75065010,,,0.000000,6085.00,0.96,0.99
1,1,73.75027650,,,0.000000,6056.00,2.48,1.41
1,1,73.75027650,,,,6002.51,2.25,1.11
1,1,73.75065010,,,0.000000,6085.00,0.96,0.99
1,1,73.75004569,,,,6002.51,2.25,1.11
1,1,73.75039673,0.304,,,6056.00,2.48,1.41
1,1,73.75065010,,,0.000000,6085.00,0.96,0.99
1,1,19.57783279,,,,5590.44,0.95,0.99
1,1,19.57780075,0.191,,,5620.00,0.88,0.97
1,1,19.57776570,,,0.000000,5839.00,1.17,0.89
1,1,19.57783000,0.178,,0.430000,5720.00,0.92,1.01
